"","Start","End","GPS_pct","Temp_pct","Tmax","Tmin","Dew_point_max","Dew_point_min","RH_max","RH_min","HI_max","HI_min","Ambient_max","Ambient_min"
"1","12:23:49","12:54:17",0,0.986870897155361,32.8,30.9,23.2,22,61.2,53.4,38.4,35.1,598.97,0.31
