Device Name,HEAT - 3030480
Device Model,5400CL
Serial Number,3030480
FORMATTED DATE_TIME,Temperature,Wet Bulb Temp,Globe Temperature,Relative Humidity,Barometric Pressure,Altitude,Station Pressure,Wind Speed,Heat Index,Dew Point,Density Altitude,Crosswind,Headwind,Compass Magnetic Direction,NWB Temp,Compass True Direction,Thermal Work Limit,Wet Bulb Globe Temperature,Wind Chill,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
yyyy-MM-dd hh:mm:ss a,°C,°C,°C,%,mb,m,mb,km/h,°C,°C,m,km/h,km/h,Deg,°C,Deg,w/m2,°C,°C
2026-06-07 03:34:29 PM,31.0,25.9,39.8,66.7,1013.5,-3,1013.5,7.7,37.2,24.1,672,--,--,--,27.4,--,192.8,30.1,30.9,session,"Session - Jun 7, 2026 3:34:27 PM",2026-06-07 03:34:27 PM 3:34:27 PM,00:09:02,,,,
2026-06-07 03:34:34 PM,31.0,25.9,39.8,66.8,1013.7,-5,1013.7,9.8,37.2,24.1,669,--,--,--,27.4,--,192.7,30.1,30.9,session,"Session - Jun 7, 2026 3:34:27 PM",2026-06-07 03:34:27 PM 3:34:27 PM,00:09:02,,,,
2026-06-07 03:34:39 PM,30.7,25.6,39.9,66.7,1013.8,-5,1013.8,11.8,36.7,23.8,658,--,--,--,27.4,--,192.6,30.2,30.7,session,"Session - Jun 7, 2026 3:34:27 PM",2026-06-07 03:34:27 PM 3:34:27 PM,00:09:02,,,,
2026-06-07 03:34:44 PM,30.3,25.1,39.9,66.6,1013.8,-6,1013.8,10.3,35.6,23.3,640,--,--,--,27.4,--,192.5,30.2,30.2,session,"Session - Jun 7, 2026 3:34:27 PM",2026-06-07 03:34:27 PM 3:34:27 PM,00:09:02,,,,
2026-06-07 03:34:49 PM,30.0,25.0,39.9,66.6,1013.8,-5,1013.8,10.3,35.1,23.2,631,--,--,--,27.4,--,192.4,30.2,30.0,session,"Session - Jun 7, 2026 3:34:27 PM",2026-06-07 03:34:27 PM 3:34:27 PM,00:09:02,,,,
2026-06-07 03:34:54 PM,30.1,25.1,40.0,66.9,1013.8,-5,1013.8,9.2,35.2,23.3,632,--,--,--,27.5,--,191.5,30.2,30.0,session,"Session - Jun 7, 2026 3:34:27 PM",2026-06-07 03:34:27 PM 3:34:27 PM,00:09:02,,,,
2026-06-07 03:34:59 PM,30.2,25.2,40.0,67.4,1013.8,-6,1013.8,8.2,35.8,23.5,639,--,--,--,27.6,--,190.0,30.3,30.2,session,"Session - Jun 7, 2026 3:34:27 PM",2026-06-07 03:34:27 PM 3:34:27 PM,00:09:02,,,,
2026-06-07 03:35:04 PM,30.3,25.4,40.1,67.8,1013.8,-5,1013.8,8.0,36.1,23.7,645,--,--,--,27.6,--,189.6,30.4,30.3,session,"Session - Jun 7, 2026 3:34:27 PM",2026-06-07 03:34:27 PM 3:34:27 PM,00:09:02,,,,
2026-06-07 03:35:09 PM,30.3,25.5,40.1,68.0,1013.8,-6,1013.8,12.2,36.2,23.8,645,--,--,--,27.7,--,188.3,30.4,30.3,session,"Session - Jun 7, 2026 3:34:27 PM",2026-06-07 03:34:27 PM 3:34:27 PM,00:09:02,,,,
2026-06-07 03:35:14 PM,29.9,25.1,40.1,68.1,1013.9,-6,1013.9,14.6,35.2,23.4,626,--,--,--,27.7,--,188.2,30.4,29.9,session,"Session - Jun 7, 2026 3:34:27 PM",2026-06-07 03:34:27 PM 3:34:27 PM,00:09:02,,,,
